Магазин,Наименование группы,Месяц/год,month_dt,Продажа/прогноз,Тип,Полный класс (доминирующий)
40 лет Октября,(детские/подростковые ) (NANO) (52-56),2025-03,2025-03-31 14:45:54,72,прогноз,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BARBIE),2024-03,2024-03-01 00:00:00,94,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BARBIE),2024-04,2024-04-01 00:00:00,65,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BARBIE),2024-05,2024-05-01 00:00:00,89,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BARBIE),2024-06,2024-06-01 00:00:00,73,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BARBIE),2024-07,2024-07-01 00:00:00,85,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BARBIE),2024-08,2024-08-01 00:00:00,76,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BARBIE),2024-09,2024-09-01 00:00:00,84,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BARBIE),2024-10,2024-10-01 00:00:00,64,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BARBIE),2024-11,2024-11-01 00:00:00,71,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BARBIE),2024-12,2024-12-01 00:00:00,61,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BARBIE),2025-01,2025-01-31 14:45:54,73,прогноз,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BARBIE),2025-02,2025-02-28 14:45:54,72,прогноз,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BARBIE),2025-03,2025-03-31 14:45:54,72,прогноз,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BENETTON),2024-03,2024-03-01 00:00:00,94,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BENETTON),2024-04,2024-04-01 00:00:00,65,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BENETTON),2024-05,2024-05-01 00:00:00,89,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BENETTON),2024-06,2024-06-01 00:00:00,73,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BENETTON),2024-07,2024-07-01 00:00:00,85,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BENETTON),2024-08,2024-08-01 00:00:00,76,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BENETTON),2024-09,2024-09-01 00:00:00,84,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BENETTON),2024-10,2024-10-01 00:00:00,64,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BENETTON),2024-11,2024-11-01 00:00:00,71,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BENETTON),2024-12,2024-12-01 00:00:00,61,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BENETTON),2025-01,2025-01-31 14:45:54,73,прогноз,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BENETTON),2025-02,2025-02-28 14:45:54,72,прогноз,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (BENETTON),2025-03,2025-03-31 14:45:54,72,прогноз,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CAROLINA/MINI/CHLOE),2024-03,2024-03-01 00:00:00,94,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CAROLINA/MINI/CHLOE),2024-04,2024-04-01 00:00:00,65,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CAROLINA/MINI/CHLOE),2024-05,2024-05-01 00:00:00,89,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CAROLINA/MINI/CHLOE),2024-06,2024-06-01 00:00:00,73,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CAROLINA/MINI/CHLOE),2024-07,2024-07-01 00:00:00,85,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CAROLINA/MINI/CHLOE),2024-08,2024-08-01 00:00:00,76,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CAROLINA/MINI/CHLOE),2024-09,2024-09-01 00:00:00,84,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CAROLINA/MINI/CHLOE),2024-10,2024-10-01 00:00:00,64,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CAROLINA/MINI/CHLOE),2024-11,2024-11-01 00:00:00,71,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CAROLINA/MINI/CHLOE),2024-12,2024-12-01 00:00:00,61,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CAROLINA/MINI/CHLOE),2025-01,2025-01-31 14:45:54,73,прогноз,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CAROLINA/MINI/CHLOE),2025-02,2025-02-28 14:45:54,72,прогноз,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CAROLINA/MINI/CHLOE),2025-03,2025-03-31 14:45:54,72,прогноз,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CHOCO),2024-03,2024-03-01 00:00:00,94,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CHOCO),2024-04,2024-04-01 00:00:00,65,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CHOCO),2024-05,2024-05-01 00:00:00,89,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CHOCO),2024-06,2024-06-01 00:00:00,73,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CHOCO),2024-07,2024-07-01 00:00:00,85,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CHOCO),2024-08,2024-08-01 00:00:00,76,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CHOCO),2024-09,2024-09-01 00:00:00,84,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CHOCO),2024-10,2024-10-01 00:00:00,64,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CHOCO),2024-11,2024-11-01 00:00:00,71,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CHOCO),2024-12,2024-12-01 00:00:00,61,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CHOCO),2025-01,2025-01-31 14:45:54,73,прогноз,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CHOCO),2025-02,2025-02-28 14:45:54,72,прогноз,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (CHOCO),2025-03,2025-03-31 14:45:54,72,прогноз,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (DOLCE&GABBANA),2024-03,2024-03-01 00:00:00,94,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (DOLCE&GABBANA),2024-04,2024-04-01 00:00:00,65,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (DOLCE&GABBANA),2024-05,2024-05-01 00:00:00,89,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (DOLCE&GABBANA),2024-06,2024-06-01 00:00:00,73,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (DOLCE&GABBANA),2024-07,2024-07-01 00:00:00,85,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (DOLCE&GABBANA),2024-08,2024-08-01 00:00:00,76,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (DOLCE&GABBANA),2024-09,2024-09-01 00:00:00,84,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (DOLCE&GABBANA),2024-10,2024-10-01 00:00:00,64,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (DOLCE&GABBANA),2024-11,2024-11-01 00:00:00,71,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (DOLCE&GABBANA),2024-12,2024-12-01 00:00:00,61,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (DOLCE&GABBANA),2025-01,2025-01-31 14:45:54,73,прогноз,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (DOLCE&GABBANA),2025-02,2025-02-28 14:45:54,72,прогноз,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (DOLCE&GABBANA),2025-03,2025-03-31 14:45:54,72,прогноз,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (GUESS),2024-03,2024-03-01 00:00:00,94,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (GUESS),2024-04,2024-04-01 00:00:00,65,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (GUESS),2024-05,2024-05-01 00:00:00,89,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (GUESS),2024-06,2024-06-01 00:00:00,73,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (GUESS),2024-07,2024-07-01 00:00:00,85,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (GUESS),2024-08,2024-08-01 00:00:00,76,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (GUESS),2024-09,2024-09-01 00:00:00,84,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (GUESS),2024-10,2024-10-01 00:00:00,64,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (GUESS),2024-11,2024-11-01 00:00:00,71,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (GUESS),2024-12,2024-12-01 00:00:00,61,факт,овальные_пластик_синий_S_S_S
40 лет Октября,(детские/подростковые) (GUESS),2025-01,2025-01-31 14:45:54,73,прогноз,овальные_пластик_синий_S_S_S
