Магазин,Наименование группы,Месяц/год,month_dt,Продажа/прогноз,Тип,Полный класс (доминирующий)
Васенко,3(4000-5990) (OPTILOOK) (металл) (ж),2024-07,2024-07-01 00:00:00,187,факт,прямоугольные_металл_черный_M_L_M
Васенко,3(4000-5990) (OPTILOOK) (металл) (ж),2024-08,2024-08-01 00:00:00,191,факт,прямоугольные_металл_черный_M_L_M
Васенко,3(4000-5990) (OPTILOOK) (металл) (ж),2024-09,2024-09-01 00:00:00,158,факт,прямоугольные_металл_черный_M_L_M
Васенко,3(4000-5990) (OPTILOOK) (металл) (ж),2024-10,2024-10-01 00:00:00,129,факт,прямоугольные_металл_черный_M_L_M
Васенко,3(4000-5990) (OPTILOOK) (металл) (ж),2024-11,2024-11-01 00:00:00,150,факт,прямоугольные_металл_черный_M_L_M
Васенко,3(4000-5990) (OPTILOOK) (металл) (ж),2024-12,2024-12-01 00:00:00,148,факт,прямоугольные_металл_черный_M_L_M
Васенко,3(4000-5990) (OPTILOOK) (металл) (ж),2025-01,2025-01-31 14:45:54,152,прогноз,прямоугольные_металл_черный_M_L_M
Васенко,3(4000-5990) (OPTILOOK) (металл) (ж),2025-02,2025-02-28 14:45:54,150,прогноз,прямоугольные_металл_черный_M_L_M
Васенко,3(4000-5990) (OPTILOOK) (металл) (ж),2025-03,2025-03-31 14:45:54,149,прогноз,прямоугольные_металл_черный_M_L_M
Васенко,3(4000-5990) (OPTILOOK) (пластик) (ж),2024-03,2024-03-01 00:00:00,103,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OPTILOOK) (пластик) (ж),2024-04,2024-04-01 00:00:00,132,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OPTILOOK) (пластик) (ж),2024-05,2024-05-01 00:00:00,119,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OPTILOOK) (пластик) (ж),2024-06,2024-06-01 00:00:00,103,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OPTILOOK) (пластик) (ж),2024-07,2024-07-01 00:00:00,99,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OPTILOOK) (пластик) (ж),2024-08,2024-08-01 00:00:00,112,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OPTILOOK) (пластик) (ж),2024-09,2024-09-01 00:00:00,91,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OPTILOOK) (пластик) (ж),2024-10,2024-10-01 00:00:00,82,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OPTILOOK) (пластик) (ж),2024-11,2024-11-01 00:00:00,85,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OPTILOOK) (пластик) (ж),2024-12,2024-12-01 00:00:00,83,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OPTILOOK) (пластик) (ж),2025-01,2025-01-31 14:45:54,84,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OPTILOOK) (пластик) (ж),2025-02,2025-02-28 14:45:54,83,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OPTILOOK) (пластик) (ж),2025-03,2025-03-31 14:45:54,81,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (ж),2024-03,2024-03-01 00:00:00,307,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (ж),2024-04,2024-04-01 00:00:00,400,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (ж),2024-05,2024-05-01 00:00:00,321,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (ж),2024-06,2024-06-01 00:00:00,354,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (ж),2024-07,2024-07-01 00:00:00,345,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (ж),2024-08,2024-08-01 00:00:00,358,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (ж),2024-09,2024-09-01 00:00:00,310,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (ж),2024-10,2024-10-01 00:00:00,266,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (ж),2024-11,2024-11-01 00:00:00,273,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (ж),2024-12,2024-12-01 00:00:00,286,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (ж),2025-01,2025-01-31 14:45:54,290,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (ж),2025-02,2025-02-28 14:45:54,287,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (ж),2025-03,2025-03-31 14:45:54,284,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (м),2024-03,2024-03-01 00:00:00,307,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (м),2024-04,2024-04-01 00:00:00,400,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (м),2024-05,2024-05-01 00:00:00,321,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (м),2024-06,2024-06-01 00:00:00,354,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (м),2024-07,2024-07-01 00:00:00,345,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (м),2024-08,2024-08-01 00:00:00,358,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (м),2024-09,2024-09-01 00:00:00,310,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (м),2024-10,2024-10-01 00:00:00,266,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (м),2024-11,2024-11-01 00:00:00,273,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (м),2024-12,2024-12-01 00:00:00,286,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (м),2025-01,2025-01-31 14:45:54,290,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (м),2025-02,2025-02-28 14:45:54,287,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (OU) (м),2025-03,2025-03-31 14:45:54,284,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (RICO MIRADO) (ж),2024-03,2024-03-01 00:00:00,307,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (RICO MIRADO) (ж),2024-04,2024-04-01 00:00:00,400,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (RICO MIRADO) (ж),2024-05,2024-05-01 00:00:00,321,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (RICO MIRADO) (ж),2024-06,2024-06-01 00:00:00,354,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (RICO MIRADO) (ж),2024-07,2024-07-01 00:00:00,345,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (RICO MIRADO) (ж),2024-08,2024-08-01 00:00:00,358,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (RICO MIRADO) (ж),2024-09,2024-09-01 00:00:00,310,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (RICO MIRADO) (ж),2024-10,2024-10-01 00:00:00,266,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (RICO MIRADO) (ж),2024-11,2024-11-01 00:00:00,273,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (RICO MIRADO) (ж),2024-12,2024-12-01 00:00:00,286,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (RICO MIRADO) (ж),2025-01,2025-01-31 14:45:54,290,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (RICO MIRADO) (ж),2025-02,2025-02-28 14:45:54,287,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (RICO MIRADO) (ж),2025-03,2025-03-31 14:45:54,284,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж) хит6,2024-03,2024-03-01 00:00:00,307,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж) хит6,2024-04,2024-04-01 00:00:00,400,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж) хит6,2024-05,2024-05-01 00:00:00,321,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж) хит6,2024-06,2024-06-01 00:00:00,354,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж) хит6,2024-07,2024-07-01 00:00:00,345,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж) хит6,2024-08,2024-08-01 00:00:00,358,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж) хит6,2024-09,2024-09-01 00:00:00,310,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж) хит6,2024-10,2024-10-01 00:00:00,266,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж) хит6,2024-11,2024-11-01 00:00:00,273,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж) хит6,2024-12,2024-12-01 00:00:00,286,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж) хит6,2025-01,2025-01-31 14:45:54,290,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж) хит6,2025-02,2025-02-28 14:45:54,287,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж) хит6,2025-03,2025-03-31 14:45:54,284,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(ме),2024-03,2024-03-01 00:00:00,307,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(ме),2024-04,2024-04-01 00:00:00,400,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(ме),2024-05,2024-05-01 00:00:00,321,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(ме),2024-06,2024-06-01 00:00:00,354,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(ме),2024-07,2024-07-01 00:00:00,345,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(ме),2024-08,2024-08-01 00:00:00,358,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(ме),2024-09,2024-09-01 00:00:00,310,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(ме),2024-10,2024-10-01 00:00:00,266,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(ме),2024-11,2024-11-01 00:00:00,273,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(ме),2024-12,2024-12-01 00:00:00,286,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(ме),2025-01,2025-01-31 14:45:54,290,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(ме),2025-02,2025-02-28 14:45:54,287,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(ме),2025-03,2025-03-31 14:45:54,284,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(пл) ,2024-03,2024-03-01 00:00:00,307,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(пл) ,2024-04,2024-04-01 00:00:00,400,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(пл) ,2024-05,2024-05-01 00:00:00,321,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(пл) ,2024-06,2024-06-01 00:00:00,354,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(пл) ,2024-07,2024-07-01 00:00:00,345,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(пл) ,2024-08,2024-08-01 00:00:00,358,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(пл) ,2024-09,2024-09-01 00:00:00,310,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(пл) ,2024-10,2024-10-01 00:00:00,266,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(пл) ,2024-11,2024-11-01 00:00:00,273,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(пл) ,2024-12,2024-12-01 00:00:00,286,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(пл) ,2025-01,2025-01-31 14:45:54,290,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(пл) ,2025-02,2025-02-28 14:45:54,287,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (ж)(пл) ,2025-03,2025-03-31 14:45:54,284,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м),2024-03,2024-03-01 00:00:00,307,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м),2024-04,2024-04-01 00:00:00,400,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м),2024-05,2024-05-01 00:00:00,321,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м),2024-06,2024-06-01 00:00:00,354,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м),2024-07,2024-07-01 00:00:00,345,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м),2024-08,2024-08-01 00:00:00,358,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м),2024-09,2024-09-01 00:00:00,310,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м),2024-10,2024-10-01 00:00:00,266,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м),2024-11,2024-11-01 00:00:00,273,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м),2024-12,2024-12-01 00:00:00,286,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м),2025-01,2025-01-31 14:45:54,290,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м),2025-02,2025-02-28 14:45:54,287,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м),2025-03,2025-03-31 14:45:54,284,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м) хит4,2024-03,2024-03-01 00:00:00,307,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м) хит4,2024-04,2024-04-01 00:00:00,400,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м) хит4,2024-05,2024-05-01 00:00:00,321,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м) хит4,2024-06,2024-06-01 00:00:00,354,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м) хит4,2024-07,2024-07-01 00:00:00,345,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м) хит4,2024-08,2024-08-01 00:00:00,358,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м) хит4,2024-09,2024-09-01 00:00:00,310,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м) хит4,2024-10,2024-10-01 00:00:00,266,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м) хит4,2024-11,2024-11-01 00:00:00,273,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м) хит4,2024-12,2024-12-01 00:00:00,286,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м) хит4,2025-01,2025-01-31 14:45:54,290,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м) хит4,2025-02,2025-02-28 14:45:54,287,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (м) хит4,2025-03,2025-03-31 14:45:54,284,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (у)(titan NB),2024-03,2024-03-01 00:00:00,307,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (у)(titan NB),2024-04,2024-04-01 00:00:00,400,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (у)(titan NB),2024-05,2024-05-01 00:00:00,321,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (у)(titan NB),2024-06,2024-06-01 00:00:00,354,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (у)(titan NB),2024-07,2024-07-01 00:00:00,345,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (у)(titan NB),2024-08,2024-08-01 00:00:00,358,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (у)(titan NB),2024-09,2024-09-01 00:00:00,310,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (у)(titan NB),2024-10,2024-10-01 00:00:00,266,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (у)(titan NB),2024-11,2024-11-01 00:00:00,273,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (у)(titan NB),2024-12,2024-12-01 00:00:00,286,факт,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (у)(titan NB),2025-01,2025-01-31 14:45:54,290,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (у)(titan NB),2025-02,2025-02-28 14:45:54,287,прогноз,квадратные_пластик_черный_L_L_L
Васенко,3(4000-5990) (SENSE EYEWEAR) (у)(titan NB),2025-03,2025-03-31 14:45:54,284,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (ж),2024-03,2024-03-01 00:00:00,307,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (ж),2024-04,2024-04-01 00:00:00,400,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (ж),2024-05,2024-05-01 00:00:00,321,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (ж),2024-06,2024-06-01 00:00:00,354,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (ж),2024-07,2024-07-01 00:00:00,345,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (ж),2024-08,2024-08-01 00:00:00,358,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (ж),2024-09,2024-09-01 00:00:00,310,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (ж),2024-10,2024-10-01 00:00:00,266,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (ж),2024-11,2024-11-01 00:00:00,273,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (ж),2024-12,2024-12-01 00:00:00,286,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (ж),2025-01,2025-01-31 14:45:54,290,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (ж),2025-02,2025-02-28 14:45:54,287,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (ж),2025-03,2025-03-31 14:45:54,284,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (м),2024-03,2024-03-01 00:00:00,307,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (м),2024-04,2024-04-01 00:00:00,400,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (м),2024-05,2024-05-01 00:00:00,321,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (м),2024-06,2024-06-01 00:00:00,354,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (м),2024-07,2024-07-01 00:00:00,345,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (м),2024-08,2024-08-01 00:00:00,358,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (м),2024-09,2024-09-01 00:00:00,310,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (м),2024-10,2024-10-01 00:00:00,266,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (м),2024-11,2024-11-01 00:00:00,273,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (м),2024-12,2024-12-01 00:00:00,286,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (м),2025-01,2025-01-31 14:45:54,290,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (м),2025-02,2025-02-28 14:45:54,287,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (BULGET) (м),2025-03,2025-03-31 14:45:54,284,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (ж),2024-03,2024-03-01 00:00:00,307,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (ж),2024-04,2024-04-01 00:00:00,400,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (ж),2024-05,2024-05-01 00:00:00,321,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (ж),2024-06,2024-06-01 00:00:00,354,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (ж),2024-07,2024-07-01 00:00:00,345,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (ж),2024-08,2024-08-01 00:00:00,358,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (ж),2024-09,2024-09-01 00:00:00,310,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (ж),2024-10,2024-10-01 00:00:00,266,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (ж),2024-11,2024-11-01 00:00:00,273,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (ж),2024-12,2024-12-01 00:00:00,286,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (ж),2025-01,2025-01-31 14:45:54,290,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (ж),2025-02,2025-02-28 14:45:54,287,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (ж),2025-03,2025-03-31 14:45:54,284,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (м),2024-03,2024-03-01 00:00:00,307,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (м),2024-04,2024-04-01 00:00:00,400,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (м),2024-05,2024-05-01 00:00:00,321,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (м),2024-06,2024-06-01 00:00:00,354,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (м),2024-07,2024-07-01 00:00:00,345,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (м),2024-08,2024-08-01 00:00:00,358,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (м),2024-09,2024-09-01 00:00:00,310,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (м),2024-10,2024-10-01 00:00:00,266,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (м),2024-11,2024-11-01 00:00:00,273,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (м),2024-12,2024-12-01 00:00:00,286,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (м),2025-01,2025-01-31 14:45:54,290,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (м),2025-02,2025-02-28 14:45:54,287,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ELFSPIRIT) (м),2025-03,2025-03-31 14:45:54,284,прогноз,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (ж),2024-03,2024-03-01 00:00:00,307,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (ж),2024-04,2024-04-01 00:00:00,400,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (ж),2024-05,2024-05-01 00:00:00,321,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (ж),2024-06,2024-06-01 00:00:00,354,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (ж),2024-07,2024-07-01 00:00:00,345,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (ж),2024-08,2024-08-01 00:00:00,358,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (ж),2024-09,2024-09-01 00:00:00,310,факт,квадратные_пластик_черный_L_L_L
Васенко,4(6000-9990) (ENNI MARCO) (ж),2024-10,2024-10-01 00:00:00,266,факт,квадратные_пластик_черный_L_L_L
