article,brand,gender_frame,material,frame_type,form,color,lens_width,bridge_width,temples_length,price,cost,категория,class_style,class_size,class_full
"3000344-REPLAY 3,0",NANO NAO,детские универсальные,пластик,ободковая,прямоугольные,синий,44.0,13.0,116.0,,,оптика,прямоугольные_пластик_синий,S_S_S,прямоугольные_пластик_синий_S_S_S
"3000844-REPLAY 3,0",NANO NAO,детские универсальные,пластик,ободковая,прямоугольные,синий,44.0,13.0,116.0,,,оптика,прямоугольные_пластик_синий,S_S_S,прямоугольные_пластик_синий_S_S_S
"3001046-REPLAY 3,0",NANO NAO,детские для мальчиков,пластик,ободковая,прямоугольные,синий,46.0,14.0,133.0,,,оптика,прямоугольные_пластик_синий,S_S_S,прямоугольные_пластик_синий_S_S_S
3001246-REPLAY,NANO NAO,детские для девочек,пластик,ободковая,прямоугольные,красный,46.0,14.0,133.0,,,оптика,прямоугольные_пластик_красный,S_S_S,прямоугольные_пластик_красный_S_S_S
30021-C,SOLANO,мужские,пластик,ободковая,спортивные,черный,59.0,16.0,125.0,,,оптика,спортивные_пластик_черный,S_L_M,спортивные_пластик_черный_S_L_M
30038-1,BOCCACCIO,универсальные,металл,ободковая,круглые,черный,51.0,18.0,140.0,,,оптика,круглые_металл_черный,M_M_L,круглые_металл_черный_M_M_L
30042-1,BOCCACCIO,универсальные,металл,ободковая,капли,черный,55.0,14.0,140.0,,,оптика,капли_металл_черный,M_L_S,капли_металл_черный_M_L_S
30062L-GO13,LIGHTEC,мужские,металл,ободковая,прямоугольные,черный/оранжевый,52.0,17.0,140.0,,,оптика,прямоугольные_металл_черный/оранжевый,M_L_M,прямоугольные_металл_черный/оранжевый_M_L_M
30064 L-BB 09,LIGHTEC,мужские,металл,ободковая,квадратные,зеленый,55.0,18.0,140.0,,,оптика,квадратные_металл_зеленый,M_L_L,квадратные_металл_зеленый_M_L_L
30064L-GB15,LIGHTEC,мужские,металл,ободковая,прямоугольные,серый,55.0,18.0,140.0,,,оптика,прямоугольные_металл_серый,M_L_L,прямоугольные_металл_серый_M_L_L
3008-595,SCOTCH&SODA,мужские,пластик,ободковая,капли,серый,55.0,13.0,135.0,,,оптика,капли_пластик_серый,M_L_S,капли_пластик_серый_M_L_S
30090 L-GN01,LIGHTEC,мужские,металл,ободковая,квадратные,черный,54.0,20.0,150.0,,,оптика,квадратные_металл_черный,L_L_L,квадратные_металл_черный_L_L_L
"3011348-ARCADE 3,0",NANO NAO,подростковые для мальчиков,пластик,ободковая,прямоугольные,черный/зеленый,48.0,15.0,133.0,,,оптика,прямоугольные_пластик_черный/зеленый,S_M_S,прямоугольные_пластик_черный/зеленый_S_M_S
