article,brand,gender_frame,material,frame_type,form,color,lens_width,bridge_width,temples_length,price,cost,категория,class_style,class_size,class_full
1694-016,JUNIORLOOK,подростковые для девочек,пластик,ободковая,панто,синий,46.0,16.0,128.0,,,оптика,панто_пластик_синий,S_S_M,панто_пластик_синий_S_S_M
1694-200,JUNIORLOOK,подростковые для девочек,пластик,ободковая,панто,фиолетовый,46.0,16.0,128.0,,,оптика,панто_пластик_фиолетовый,S_S_M,панто_пластик_фиолетовый_S_S_M
1694-707,JUNIORLOOK,подростковые для девочек,пластик,ободковая,панто,бежевый,46.0,16.0,128.0,,,оптика,панто_пластик_бежевый,S_S_M,панто_пластик_бежевый_S_S_M
1695-016,JUNIORLOOK,детские для мальчиков,пластик,ободковая,панто,синий,45.0,17.0,125.0,,,оптика,панто_пластик_синий,S_S_M,панто_пластик_синий_S_S_M
1695-035,JUNIORLOOK,детские для девочек,пластик,ободковая,панто,розовый,45.0,17.0,125.0,,,оптика,панто_пластик_розовый,S_S_M,панто_пластик_розовый_S_S_M
1695-203,JUNIORLOOK,детские для девочек,пластик,ободковая,панто,фиолетовый,45.0,17.0,125.0,,,оптика,панто_пластик_фиолетовый,S_S_M,панто_пластик_фиолетовый_S_S_M
1695T-09A,BULGET,женские,металл,ободковая,панто,,50.0,19.0,142.0,,,оптика,,M_M_L,
1696-020,JUNIORLOOK,подростковые для мальчиков,пластик,ободковая,трапеция,черный/синий,46.0,16.0,128.0,,,оптика,трапеция_пластик_черный/синий,S_S_M,трапеция_пластик_черный/синий_S_S_M
1696-111,JUNIORLOOK,подростковые для мальчиков,пластик,ободковая,трапеция,темно-серый,46.0,16.0,128.0,,,оптика,трапеция_пластик_темно-серый,S_S_M,трапеция_пластик_темно-серый_S_S_M
1696-400,JUNIORLOOK,подростковые для мальчиков,пластик,ободковая,трапеция,синий,46.0,16.0,128.0,,,оптика,трапеция_пластик_синий,S_S_M,трапеция_пластик_синий_S_S_M
1698-111,JUNIORLOOK,подростковые для мальчиков,пластик,ободковая,прямоугольные,черный/серый,49.0,15.0,130.0,,,оптика,прямоугольные_пластик_черный/серый,S_M_S,прямоугольные_пластик_черный/серый_S_M_S
1698-277,JUNIORLOOK,подростковые для мальчиков,пластик,ободковая,прямоугольные,черный/серый,49.0,15.0,130.0,,,оптика,прямоугольные_пластик_черный/серый,S_M_S,прямоугольные_пластик_черный/серый_S_M_S
1699-020,JUNIORLOOK,подростковые для мальчиков,пластик,ободковая,прямоугольные,черный/синий,49.0,15.0,124.0,,,оптика,прямоугольные_пластик_черный/синий,S_M_S,прямоугольные_пластик_черный/синий_S_M_S
1699-577,JUNIORLOOK,подростковые для мальчиков,пластик,ободковая,прямоугольные,черный,49.0,15.0,124.0,,,оптика,прямоугольные_пластик_черный,S_M_S,прямоугольные_пластик_черный_S_M_S
1699MT-06A,BULGET,универсальные,металл,ободковая,трапеция,синий/серебристый,51.5,18.5,145.0,,,оптика,трапеция_металл_синий/серебристый,L_M_L,трапеция_металл_синий/серебристый_L_M_L
1699MT-09A,BULGET,универсальные,металл,ободковая,квадратные,черный,51.5,18.5,145.0,,,оптика,квадратные_металл_черный,L_M_L,квадратные_металл_черный_L_M_L
1699SP-01,SENSE EYEWEAR,женские,пластик,ободковая,бабочка,черный/белый,53.0,15.0,140.0,,,оптика,бабочка_пластик_черный/белый,M_L_S,бабочка_пластик_черный/белый_M_L_S
17-210 52,ZITRONE,мужские,металл,ободковая,прямоугольные,,53.0,17.0,143.0,,,оптика,,M_L_M,
17-212 08,ZITRONE,мужские,металл,ободковая,прямоугольные,коричневый,53.0,16.0,140.0,,,оптика,прямоугольные_металл_коричневый,M_L_M,прямоугольные_металл_коричневый_M_L_M
17-212 20,ZITRONE,мужские,металл,ободковая,прямоугольные,синий,53.0,16.0,140.0,,,оптика,прямоугольные_металл_синий,M_L_M,прямоугольные_металл_синий_M_L_M
17-223 08,ZITRONE,мужские,металл,ободковая,прямоугольные,,51.0,17.0,134.0,,,оптика,,S_M_M,
17-225 17,ZITRONE,мужские,металл,ободковая,прямоугольные,черный,49.0,17.0,133.0,,,оптика,прямоугольные_металл_черный,S_M_M,прямоугольные_металл_черный_S_M_M
17-4,EYEREPUBLIC,универсальные,пластик,ободковая,прямоугольные,,54.0,15.0,140.0,,,оптика,,M_L_S,
170-GUN,DACKOR,мужские,металл,ободковая,прямоугольные,темно-серый,54.0,18.0,140.0,,,оптика,прямоугольные_металл_темно-серый,M_L_L,прямоугольные_металл_темно-серый_M_L_L
1700-111,JUNIORLOOK,подростковые для мальчиков,пластик,ободковая,трапеция,черный/серый,49.0,14.0,128.0,,,оптика,трапеция_пластик_черный/серый,S_M_S,трапеция_пластик_черный/серый_S_M_S
1700-277,JUNIORLOOK,подростковые для мальчиков,пластик,ободковая,трапеция,черный/синий,49.0,14.0,128.0,,,оптика,трапеция_пластик_черный/синий,S_M_S,трапеция_пластик_черный/синий_S_M_S
1701-203,JUNIORLOOK,подростковые для девочек,пластик,ободковая,бабочка,фиолетовый,49.0,14.0,128.0,,,оптика,бабочка_пластик_фиолетовый,S_M_S,бабочка_пластик_фиолетовый_S_M_S
